id	submission_id	user	username	userImageURL	downloadURL	hyperparameter	description	result	last	final	accuracy	f1
45	3773	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0045/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=b65e9cc80f51e6cb2aac74520f054ebe385c282d5f001c19685340ec620a5197"	"{\"training\": {}, \"inference\": {}}"	"20210407_submission"	"{\"accuracy\": {\"value\": \"78.7778%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7321\", \"rank\": true, \"decs\": true}}"	"2021-04-06T14:05:15.831535+09:00"	true	"78.7778%"	"0.7321"
32	2056	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0032/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=ee9dc329659c38c2d72e4d18ba56138130f6063d69b48b05939e326c9d694dcc"	"{\"training\": {}, \"inference\": {}}"	""	"{\"accuracy\": {\"value\": \"77.6190%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7215\", \"rank\": true, \"decs\": true}}"	"2021-04-03T01:38:48.485003+09:00"	false	"77.6190%"	"0.7215"
35	2139	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0035/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=3ff2e13934fba224bcf4ca78cbae23aad888930d3087700e655ff7d370c5ff91"	"{\"training\": {}, \"inference\": {}}"	"20210402_all_submission"	"{\"accuracy\": {\"value\": \"77.7778%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7215\", \"rank\": true, \"decs\": true}}"	"2021-04-03T12:41:19.406045+09:00"	false	"77.7778%"	"0.7215"
21	1198	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0021/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=3ddc8318d92e286a669c544e43ff532bc62475d379d16fa1a621a6dc7bbcb7ea"	"{\"training\": {}, \"inference\": {}}"	"20210331_submission_v1"	"{\"accuracy\": {\"value\": \"77.6200%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-01T12:59:09.664898+09:00"	false	"77.6200%"	"0.7200"
23	1547	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0023/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=8e99bf148e92bc8e33d98adb55c15038480168d828fc4bc1312322496ef84b44"	"{\"training\": {}, \"inference\": {}}"	"20210401_submission_v1"	"{\"accuracy\": {\"value\": \"77.5600%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-02T02:31:45.130817+09:00"	false	"77.5600%"	"0.7200"
24	1550	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0024/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=9757067ddc79a1042f167c55b8983b1430c9eda4af6efdb10983ec79f71baa44"	"{\"training\": {}, \"inference\": {}}"	"20210401_submission_v2"	"{\"accuracy\": {\"value\": \"77.4000%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-02T02:34:02.691361+09:00"	false	"77.4000%"	"0.7200"
25	1551	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0025/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=4438e0fe65e14e6e9822b07bbbe92af467a42d0432f9341f8fec3e497ec7dce0"	"{\"training\": {}, \"inference\": {}}"	"20210401_submission_v3"	"{\"accuracy\": {\"value\": \"77.7500%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-02T02:36:20.972162+09:00"	false	"77.7500%"	"0.7200"
26	1640	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0026/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=80ed84278d67d70c75f5d1ce0fd83a061061b6fd18e945613f440893d85ef2e5"	"{\"training\": {}, \"inference\": {}}"	"20210401_submission_v4"	"{\"accuracy\": {\"value\": \"77.6800%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-02T09:51:54.225973+09:00"	false	"77.6800%"	"0.7200"
27	1667	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0027/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=68ae86390a433f9b4644b660aed56af7935707d11a8e2558b8e3d345092d6b66"	"{\"training\": {}, \"inference\": {}}"	"20210401_submission_v5"	"{\"accuracy\": {\"value\": \"77.6800%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-02T10:38:25.034306+09:00"	false	"77.6800%"	"0.7200"
28	1745	110	"박종헌_T1077"	"https://aistages-public-junyeop.s3.ap-northeast-2.amazonaws.com/app/Etc/blank_user.svg"	"https://prod-aistages-private.s3.amazonaws.com/app/Competitions/000001/Users/00000110/Submissions/0028/output.csv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA45LU4MHUJ7WLDQVO%2F20210408%2Fap-northeast-2%2Fs3%2Faws4_request&X-Amz-Date=20210408T112343Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=e19b9cc28cb05a4cd4e011c6b768e10066b8f90651de164e345f62129760199d"	"{\"training\": {}, \"inference\": {}}"	"20210401_submission_v6"	"{\"accuracy\": {\"value\": \"77.5200%\", \"rank\": false, \"decs\": true}, \"f1\": {\"value\": \"0.7200\", \"rank\": true, \"decs\": true}}"	"2021-04-02T13:11:55.123141+09:00"	false	"77.5200%"	"0.7200"
